,steps,numpy,base
509,1021,8.774120714016525e-05,0.00010761355714359005
510,1023,9.094726285444007e-05,0.00011311840571319668
511,1025,8.838981143136542e-05,0.00010992337857585102
512,1027,9.321907000412465e-05,0.00011051179571430631
513,1029,9.338490999912861e-05,0.0001109593571397584
514,1031,9.191296285799971e-05,0.00011382193571470064
515,1033,8.639767571366976e-05,0.00011100240428277175
516,1035,9.40338771475321e-05,0.00011168561285688026
517,1037,9.408216285789553e-05,0.00011362614142594143
518,1039,8.736857571160986e-05,0.00011074862857120544
519,1041,9.557713428616159e-05,0.00011130994284810315
520,1043,8.606005714162685e-05,0.00011092716285669927
521,1045,8.718715286054897e-05,0.00011232784714593434
522,1047,8.636959714099897e-05,0.00011055172285393512
523,1049,8.752579571332069e-05,0.00011069705285990494
524,1051,8.708476428572405e-05,0.00011329862000171228
525,1053,8.822019713988995e-05,0.00011048766714468782
526,1055,8.785405143238936e-05,0.00011037967999852428
527,1057,8.472279856505338e-05,0.00011073278286338402
528,1059,8.855080856457269e-05,0.0001122714814300707
529,1061,8.559671000122242e-05,0.00011036934285584721
530,1063,9.018881857108292e-05,0.00011126217000440062
531,1065,8.813809714411036e-05,0.00011557628714269542
532,1067,8.913138142816024e-05,0.00011138152999982205
533,1069,8.816003999787167e-05,0.00011286329857154799
534,1071,8.911046571613821e-05,0.00011205179999576232
535,1073,9.036560714386203e-05,0.00011268938285346458
536,1075,8.958414713820925e-05,0.00011218486000351341
537,1077,8.956233428762062e-05,0.00011403741714665167
538,1079,8.899595999797124e-05,0.00011399918285730694
539,1081,9.030615142754479e-05,0.00011281322714629433
540,1083,9.0480267138316e-05,0.00011389401143138197
541,1085,9.119192142731792e-05,0.00011677699428348985
542,1087,9.004242285560135e-05,0.00013680439714205153
543,1089,9.080159714618017e-05,0.00012718917428043954
544,1091,9.09651728553789e-05,0.00012091954143085916
545,1093,9.049994999908709e-05,0.00011913018714299791
546,1095,8.983728999217939e-05,0.00011930457714177985
547,1097,8.946115428833374e-05,0.00012007025428309654
548,1099,9.016321428654399e-05,0.00011954406571801104
549,1101,9.086537570900483e-05,0.00012182873571613787
550,1103,8.898973143004697e-05,0.00012009839142462753
551,1105,9.044511427938621e-05,0.00012086429571614385
552,1107,8.964060142586407e-05,0.00012056455714628101
553,1109,9.023947999594383e-05,0.00012049821571573764
554,1111,9.010696713760678e-05,0.00012098946857284837
555,1113,9.412305571199145e-05,0.00012125082428870623
556,1115,9.753594714181546e-05,0.00013689099571170766
557,1117,8.792609714354123e-05,0.00012690992428750697
558,1119,9.530212571657363e-05,0.00017191205286248338
559,1121,0.00011187151714433899,0.00014216731142888809
560,1123,0.00011682275285368502,0.00018610985428365112
561,1125,0.00011888324000080632,0.00014001965428698374
562,1127,8.944250857374365e-05,0.0001271525285691106
563,1129,9.861311857613536e-05,0.0001556146571393973
564,1131,9.201167285677262e-05,0.00012494857857226244
565,1133,8.765618571487722e-05,0.000127817014287887
566,1135,9.725075143121233e-05,0.00013876300713881002
567,1137,9.367262285845105e-05,0.00012099757142745407
568,1139,9.52793200044003e-05,0.0001224206042856427
569,1141,9.9239712859084e-05,0.00012508893571326293
570,1143,9.325863143073677e-05,0.00011935472285975785
571,1145,9.381818142563653e-05,0.00011985650286078452
572,1147,9.513032857025142e-05,0.00014869605999722678
573,1149,9.084614428242535e-05,0.0001392701885717023
574,1151,9.852942714132951e-05,0.00012978382428367955
575,1153,0.00010425322856722882,0.00016320285286253367
576,1155,0.00011191128999988516,0.0001648385899976087
577,1157,0.00011029890000177797,0.00014864920714119633
578,1159,0.00010855925286055675,0.0001772619628562617
579,1161,9.74949999986815e-05,0.00016587725570778794
580,1163,0.0001170792014298578,0.00017351835286068048
581,1165,0.00010246722142515605,0.00015225490572057812
582,1167,0.00010247314571513145,0.00017150453142936124
583,1169,0.00011299970286147853,0.0001410894171437706
584,1171,0.00011337156571503979,0.00016811019571313018
585,1173,0.00010695971285843242,0.00012784388428501968
586,1175,8.478157143274855e-05,0.00016012820714292632
587,1177,0.00011026904286024678,0.0001556548299959104
588,1179,9.471152857388785e-05,0.00015661791143429583
589,1181,8.787805143063971e-05,0.00012936987142633628
590,1183,9.10773371418015e-05,0.0001297597900000775
591,1185,0.00010449697285886422,0.000173324040001067
592,1187,0.00011042943428297544,0.00013993426428507
593,1189,8.395501571482911e-05,0.0001289977542858521
594,1191,8.396172857309077e-05,0.0001304446499982857
595,1193,8.423708000139283e-05,0.00012800720714689566
596,1195,8.672915857200029e-05,0.00013303614857639853
597,1197,8.496425999900177e-05,0.00012552777142575775
598,1199,8.561443571514766e-05,0.00014895844713984322
599,1201,0.00010979906999637023,0.00016825887000387804
600,1203,0.00010376737571277771,0.00015235659999754194
601,1205,9.967371571422388e-05,0.0001410691985750288
602,1207,9.547522857506659e-05,0.000140596370001731
603,1209,8.509582571215495e-05,0.00012718799856624433
604,1211,8.769147143019447e-05,0.00013439915571455328
605,1213,0.0001001453085700632,0.00017095497856644214
606,1215,0.00011552277714924587,0.00013016963000284573
607,1217,8.744358427845457e-05,0.00013099943570913248
608,1219,0.00010707453000057804,0.00014769263856838472
609,1221,8.887760714060278e-05,0.000135138855709686
610,1223,9.030879428662178e-05,0.00013101383999777942
611,1225,9.491336285853841e-05,0.00013896278571597318
612,1227,9.038560999865045e-05,0.0001302855871420304
613,1229,8.724453000208346e-05,0.00013344383857007155
614,1231,8.59958300030225e-05,0.0001354854671418642
615,1233,9.087121571480696e-05,0.0001309440800027265
616,1235,9.97174742847814e-05,0.00014791156571456149
617,1237,8.638289428875266e-05,0.00013953879714660746
618,1239,0.00011024587285386846,0.00016395077857201353
619,1241,8.991165857358803e-05,0.00013047638285830284
620,1243,0.00010028542142858247,0.00017049625142525265
621,1245,0.00011295340285349605,0.00017787341714210926
622,1247,0.00012395318428649,0.00018649757285727124
623,1249,0.00011629759999777889,0.00017711903142428906
624,1251,0.00011183206142439822,0.00017941591000115816
625,1253,0.00011524061284944765,0.00019310243000031084
626,1255,0.00012038305857848693,0.0001767784128579868
627,1257,0.00010928981856912808,0.00018154358428936184
628,1259,0.00011157328000211107,0.00017892609714181162
629,1261,0.00011514048999483098,0.00019911420572108388
630,1263,0.00011290093714446162,0.0001667020700032091
631,1265,0.00011323777856887318,0.0001827980414288634
632,1267,0.00011669366857469348,0.0001907998228541276
633,1269,0.00012589993857026066,0.00016113436714087064
634,1271,0.00010640945857241084,0.0001387760385763873
635,1273,9.945781571721974e-05,0.00014328121571712213
636,1275,0.0001110061128565576,0.00014032914429013284
637,1277,0.00010186517856969399,0.00014755551428346996
638,1279,0.00010878549856767806,0.00017277070999885576
639,1281,0.00012241991142478324,0.00015306418714057407
640,1283,0.00010690767285788232,0.0001502351299989511
641,1285,0.00010708079285385403,0.0001579271985714773
642,1287,0.00010298924142521822,0.00016165351285703117
643,1289,0.00011592478571661298,0.00015500331714065395
644,1291,9.792753286092192e-05,0.0001454155485719509
645,1293,0.00010677854999552697,0.00016352547571191932
646,1295,9.896057285784212e-05,0.00014449060143046415
647,1297,0.00010661758713987573,0.00016484342142835624
648,1299,0.000114659175716432,0.0001558845157108278
649,1301,0.00010158048428690692,0.00014951873714380781
650,1303,0.00011156781142614948,0.00014741196286195191
651,1305,0.00010367702142892605,0.00014022786286139828
652,1307,0.00010739342857310216,0.00013928398285445708
653,1309,0.00010594474428476782,0.00014643265143084655
654,1311,0.00010377259285762974,0.00014920658999471927
655,1313,0.00010647878285453771,0.00014691380714274208
656,1315,0.00010444030856888275,0.00015574241856873932
657,1317,0.00010623272000365042,0.00018718295285257875
658,1319,0.00010054062857047289,0.00014756004428688487
659,1321,0.00010571282714538808,0.00018225996285764267
660,1323,0.00012882408143143818,0.00017576409999881955
661,1325,0.00010132767857482707,0.0001560765314258918
662,1327,0.00010732050571407723,0.00015305911285655124
663,1329,0.00010192610857692282,0.00015588356143000833
664,1331,0.00015022377857219128,0.00022641075285719127
665,1333,0.00012530296571380207,0.00014244027285323165
666,1335,0.00010776897999936149,0.0001508880914298061
667,1337,0.0001132151500002822,0.00019972104571414613
668,1339,0.00011673696285600142,0.00020526698714352925
669,1341,0.00013180179856915077,0.00017887367571477495
670,1343,0.00013158585571155918,0.00014275466142602713
671,1345,0.00011786375285217737,0.00021740478571570876
672,1347,0.00012248503428314246,0.0001767823828543312
673,1349,0.0001406176914289452,0.00017502845143358822
674,1351,0.00012154985428683826,0.00022227127429037604
675,1353,0.00011600044000130895,0.00018867755714381928
676,1355,0.00016970650571758079,0.00015204210285706463
677,1357,0.00011660004142218635,0.00023596679142688765
678,1359,0.00011095310285652106,0.0001494741514293959
679,1361,0.00015722327428323166,0.00020271191857578483
680,1363,0.00013318541142455485,0.00022384608428962694
681,1365,0.00011106180857625856,0.00019186634142637817
682,1367,0.000144694298570747,0.00015379633571553444
683,1369,0.00011597493142679534,0.00021545910571668563
684,1371,0.00011240587999834263,0.00014421014285939497
685,1373,0.00013488420714566018,0.0002208532828522688
686,1375,0.00011194857142982073,0.0001447846271392856
687,1377,0.0001421295300003424,0.0002047855642844557
688,1379,0.00011947474856892119,0.0001515103857127542
689,1381,0.00015748975285532652,0.0002035659842840687
690,1383,0.00011762227856836813,0.00014966989428233187
691,1385,0.00010568429000029158,0.00015643996142898688
692,1387,0.00011300779285582914,0.00014422093857189924
693,1389,0.00011794985285762647,0.0001460003042848257
694,1391,0.00011266587000396352,0.0001463133371388332
695,1393,0.00011642054714684491,0.00014658254714179617
696,1395,0.0001070543271375105,0.00014591602285820825
697,1397,0.00010993695714205387,0.00014691726857303625
698,1399,0.00010615115571324297,0.0001483754899995152
699,1401,0.00010650437142560674,0.00014736093428707265
700,1403,0.00011406863428679313,0.00014900474142840332
701,1405,0.00010881820571220098,0.000149182748570768
702,1407,0.00011356183857320242,0.0001697023214260948
703,1409,0.00012401118285457153,0.00019425864428350385
704,1411,0.0001363299457157804,0.00016857325999548525
705,1413,0.00013544679000135928,0.00019970252285669892
706,1415,0.00013468749856786286,0.0001734342542892721
707,1417,0.00012024574856695836,0.00016195355285682518
708,1419,0.00011529349142749976,0.00016886469572065314
709,1421,0.00013297857571420278,0.00019032297857328166
710,1423,0.00011518429000196713,0.00018678688000103906
711,1425,0.00010930531571180576,0.00015603334857067759
712,1427,0.0001327667542864219,0.00024638406571414505
713,1429,0.00016919076999848974,0.00023367613428490586
714,1431,0.0001769530057078685,0.000239945352857051
715,1433,0.00014561080857414968,0.0002189338900045966
716,1435,0.0001692133657161321,0.0002212146985740609
717,1437,0.00014549720571397173,0.00019354478142953927
718,1439,0.00012425822571718266,0.00018663000285544382
719,1441,0.00013534987285571072,0.00022183710714411323
720,1443,0.0001344640614297532,0.0001582805642829044
721,1445,0.0001565254114315654,0.00019227671713971565
722,1447,0.00014073309714668928,0.00015770322999742345
723,1449,0.00011820811571461881,0.000165819934287096
724,1451,0.00011969671714333734,0.0001691296814325532
725,1453,0.00012163677999914009,0.00016387083428656167
726,1455,0.00011903359571338765,0.0001554872942896119
727,1457,0.0001339979585723735,0.00015637180000080013
728,1459,0.00012612009285866015,0.0001588431200018801
729,1461,0.0001198845771406403,0.00016999907142755026
730,1463,0.00012247396000020672,0.00016371353857591331
731,1465,0.00012110403142807107,0.00015961516143371616
732,1467,0.00013577804713869616,0.00016053243429009205
733,1469,0.00012755548285505418,0.00016482195714810847
734,1471,0.0001256800514238421,0.00017612148285999345
735,1473,0.00012286210142649777,0.00017181021285848274
736,1475,0.0001230105414314104,0.0001818483285725441
737,1477,0.00014054933285868694,0.0001753889614285851
738,1479,0.00011890382429036045,0.00016851618285987311
739,1481,0.00013635799714653072,0.0001679938642908902
740,1483,0.00013505661714329368,0.0001684563142901295
741,1485,0.0001258600857181591,0.0001713052014279778
742,1487,0.00014250313143098278,0.00016613270142832852
743,1489,0.0001217001957125571,0.00017198553571298752
744,1491,0.00012532493571727952,0.0001593488585759977
745,1493,0.00012978573571152603,0.00016430807285879772
746,1495,0.00013310445713744098,0.00016384192427722154
747,1497,0.000128294319996972,0.00016542344143090303
748,1499,0.00012104042571601374,0.00018051629285504791
749,1501,0.0001202098914265142,0.00017260082570958599
750,1503,0.00012585136857264193,0.00017532997142812487
751,1505,0.0001229673599976065,0.00016678073000158682
752,1507,0.00013026391143025,0.0001661027014337638
753,1509,0.00012757033285847033,0.00016893034000012058
754,1511,0.0001421405685687205,0.00017318336572186258
755,1513,0.00012361935142897503,0.0001768658057153516
756,1515,0.0001243402985710418,0.00017015280999787915
757,1517,0.0001269237857117592,0.00016407666428806675
758,1519,0.00014824957142731625,0.00016524512428337142
759,1521,0.00014036909857168212,0.00016467821428575139
760,1523,0.00013329380428331206,0.00016545817000016022
761,1525,0.0001318464528568646,0.00018216698856901662
762,1527,0.0001326949628517988,0.00017634849571550147
763,1529,0.00012351348856879798,0.0001718161728604173
764,1531,0.00012264136857213868,0.00017479607571398704
765,1533,0.00012518734571650774,0.00016500934285691723
766,1535,0.0001343866557155187,0.0001665869900015033
767,1537,0.00013198918999998048,0.00017111483286238842
768,1539,0.0001261617171439866,0.00016867351856749988
769,1541,0.00012759501142552056,0.0001748208357171929
770,1543,0.0001237699385689796,0.0001681928828579008
771,1545,0.00013836880000131453,0.00016774659000085582
772,1547,0.00013240224571356,0.0001661151214284473
773,1549,0.00012579793000051204,0.00016811987857051595
774,1551,0.0001282130142863025,0.00016966700856885708
775,1553,0.00012700299285435385,0.00019190127428373672
776,1555,0.0001307462028541652,0.00017743744857268344
777,1557,0.00012541815714679875,0.0001725540585721319
778,1559,0.00012650546714212396,0.00017610253428886478
779,1561,0.00012630187428710218,0.0001743346985728879
780,1563,0.00012185773999590312,0.0001734756442861648
781,1565,0.00013015244571891213,0.00017634927429233878
782,1567,0.00012496812857144894,0.00017502049999945616
783,1569,0.000128098455710902,0.00017817421713906307
784,1571,0.00012793470286071948,0.00016822230999293555
785,1573,0.0001296487671424984,0.0001741315299971445
786,1575,0.0001297826599979349,0.00017010981142707998
787,1577,0.00012927186714348083,0.00017212156142964625
788,1579,0.00013154567000258664,0.0001715719642847294
789,1581,0.0001272754399958233,0.00017309307000427257
790,1583,0.00012441106857295382,0.00017806807285783828
791,1585,0.0001289658914330565,0.0001723180171445295
792,1587,0.0001285172157128857,0.00017636808857267688
793,1589,0.0001305818057153374,0.0001723970957131574
794,1591,0.00012801496714018868,0.00017252044714041403
795,1593,0.0001341281957112577,0.00017454409142893772
796,1595,0.0001297083585710165,0.00017978589713883204
797,1597,0.00012376396999700642,0.0001797964799983934
798,1599,0.0001297182428606902,0.00017417779285616624
799,1601,0.0001285083642817751,0.00017960169428468879
800,1603,0.00014148408713871114,0.00017442167571841437
801,1605,0.0001280340757148224,0.00017402669857152173
802,1607,0.0001354916128574197,0.00017369816571642462
803,1609,0.00012987926000278095,0.00017545407999672796
804,1611,0.00013668678142754028,0.0001786501442880503
805,1613,0.00013302352571242538,0.00017817206714296064
806,1615,0.00012908084285819703,0.0001832530071416321
807,1617,0.0001292116657142677,0.00018069815142423198
808,1619,0.00013035407142524493,0.00018352033000025713
809,1621,0.00013206824428250131,0.00017889810571172608
810,1623,0.00013102287142828574,0.00018202034142762255
811,1625,0.0001345539785740714,0.00018001593000008142
812,1627,0.0001447306957119768,0.00018171740000200642
813,1629,0.00013424328856802146,0.00018240819428423752
814,1631,0.0001268466914318976,0.00018352325428817756
815,1633,0.00013180312286099901,0.00018733981428990123
816,1635,0.00015882410428665544,0.00017541548571119034
817,1637,0.00015739762427983804,0.00018190326142368058
818,1639,0.00013138421428396084,0.0001775444385670458
819,1641,0.0001333602557107432,0.00018431650999835774
820,1643,0.00013482615856836284,0.00017845869714229983
821,1645,0.00013256971571276412,0.00017841765000152268
822,1647,0.00013873209571621764,0.00017976574142916692
823,1649,0.00013333713714018812,0.00018056405714430315
824,1651,0.0001379505742884898,0.00018131497000078005
825,1653,0.0001344015828596769,0.00018143262428046522
826,1655,0.000129388874286503,0.00018708048000137622
827,1657,0.00014044836428053845,0.00018184632714110193
828,1659,0.00012792736571230176,0.00018595335999894554
829,1661,0.00013074612142840384,0.00018094885142480572
830,1663,0.00013057392856873255,0.0001825409228591265
831,1665,0.00013343363571038935,0.00018369676286186275
832,1667,0.00013080232285574313,0.00018296961285419196
833,1669,0.00015271126571471023,0.00018285609999760968
834,1671,0.00014688762142343745,0.00018298240142809976
835,1673,0.00014859801714140174,0.000186054937143386
836,1675,0.00014774800428442956,0.0001821284000029014
837,1677,0.00014834902285916282,0.00018849372571172091
838,1679,0.0001484066628576589,0.00018511803714448303
839,1681,0.00014760470714203882,0.00019084843714413832
840,1683,0.00014806961571334147,0.00018494204428601993
841,1685,0.000148460228571951,0.00018897331428369008
842,1687,0.0001474793128597542,0.00018515760142950708
843,1689,0.0001470526757137642,0.00019076036857118846
844,1691,0.00014925315285706478,0.00018320549571529098
845,1693,0.000150505417142475,0.000189557682855853
846,1695,0.00015068691428626025,0.00018589745714572408
847,1697,0.0001492909957154812,0.00018547069000175855
848,1699,0.00013831673714126476,0.00018594829857517784
849,1701,0.00013094452571489715,0.00018631843999953292
850,1703,0.00013727355713854194,0.00018626528285624642
851,1705,0.0001333717500009308,0.00018603304857086705
852,1707,0.00013651679285820657,0.0001876985014262443
853,1709,0.00013266000999595105,0.00018775543571142149
854,1711,0.00013384963857138895,0.00019206564142742926
855,1713,0.00013302269000372947,0.00018822602143180639
856,1715,0.00013419823715074536,0.00019432797143183834
857,1717,0.00013418686428329758,0.00018695761000084792
858,1719,0.0001309363314326869,0.0001920037985707625
859,1721,0.0001352199057120223,0.00018743755142817722
860,1723,0.00013365866999395492,0.00018871421999782406
861,1725,0.00013950703856867872,0.00019099047142715012
862,1727,0.00013486222857214412,0.00018851632143196184
863,1729,0.00013844438285689519,0.00018818842000525494
864,1731,0.00013401109428741621,0.00019029166571531928
865,1733,0.00013445932857264,0.0001988101571415817
866,1735,0.00013581774142429432,0.00019761518571353266
867,1737,0.00013910739571136737,0.00020245604142993603
868,1739,0.00013658053428766185,0.00019866519572003328
869,1741,0.0001389914514220436,0.00020247898143549849
870,1743,0.00013623404142760722,0.00019796345143341956
871,1745,0.00013342786428828342,0.00020586481000074336
872,1747,0.0001416847314275011,0.00019696496999521126
873,1749,0.00013571515143017416,0.00019970537285969058
874,1751,0.00013695000285744236,0.00019429694999936533
875,1753,0.00013672628713850697,0.00020062068428420128
876,1755,0.00013761083714468572,0.0001971183585685919
877,1757,0.00013762537000210222,0.00020238221142270568
878,1759,0.0001381878671418235,0.00019545382857229145
879,1761,0.00013580106571420663,0.00019802578571346074
880,1763,0.00014156547142972289,0.00019760930427894762
881,1765,0.00013698845428734784,0.00019862613714264756
882,1767,0.0001403476257136,0.00019729776714354688
883,1769,0.0001377953557104255,0.00020502227142580004
884,1771,0.00014230062999818723,0.00019891964142256514
885,1773,0.00013899316713962307,0.00019989621571637274
886,1775,0.00014211457999668448,0.0002001188057095403
887,1777,0.00013954766428599084,0.00019886362428743658
888,1779,0.00014055324857378896,0.0002009293000004878
889,1781,0.0001373894557114649,0.00019845006714084385
890,1783,0.00014277508856788958,0.00020123456571257393
891,1785,0.00013841983857283986,0.00019965566428124606
892,1787,0.00014203699285644689,0.00020402914571085212
893,1789,0.00014831898285722544,0.00019997419285313557
894,1791,0.000138052555716318,0.00020801613714606254
895,1793,0.0001398673671428696,0.00020064167857136844
896,1795,0.0001409121671479495,0.0002064918642905208
897,1797,0.000138646728571205,0.00020249715571740774
898,1799,0.00014772601285325697,0.0002069458642888224
899,1801,0.00013891975000141039,0.00020280098142653257
900,1803,0.00013778587999695445,0.00020610033999868654
901,1805,0.00013906009428475433,0.0002011617885727901
902,1807,0.0001351023228588539,0.0002075397357111797
903,1809,0.00013847282143355448,0.00020271794000239294
904,1811,0.0001397896000032363,0.0002065506414302425
905,1813,0.00013843531714103716,0.00020389808571313293
906,1815,0.00014071858857278132,0.00021173171571198119
907,1817,0.00014301398428350303,0.0001963863485746385
908,1819,0.00014089408571505503,0.0002049206799996942
909,1821,0.00014183447143035927,0.0002017258271397233
910,1823,0.00014318487999844367,0.0002110159314257284
911,1825,0.000142087438569953,0.0002068397342814673
912,1827,0.00014151347285275864,0.00021339736571462708
913,1829,0.00014083854571383977,0.00020735112428675554
914,1831,0.00014201520000174891,0.00020656948142849227
915,1833,0.00014257345857134038,0.00020714545000113764
916,1835,0.0001650768600016558,0.0002099513328539615
917,1837,0.0001639718600017659,0.00020716333857178273
918,1839,0.00016355870714375797,0.0002105680314291801
919,1841,0.00014156040285992534,0.0002071237542856709
920,1843,0.00014111098428786916,0.00021072880714200436
921,1845,0.000164391350000577,0.00020674248571594944
922,1847,0.00016517632285155873,0.0002101544600035205
923,1849,0.00016432743714696178,0.00020724173571319885
924,1851,0.0001677847900022503,0.00021555810571693916
925,1853,0.00014667812857494157,0.0002627457614289597
926,1855,0.0001756218728535584,0.0002574868185703443
927,1857,0.00016690742571362144,0.00021374476285667958
928,1859,0.00014529658857749642,0.00019835809714225305
929,1861,0.0001436631814327224,0.00021051836714052895
930,1863,0.0001444654214252036,0.0002023791614270262
931,1865,0.00014360557000535275,0.00021005574428532522
932,1867,0.00014514453142900103,0.00020259107428760866
933,1869,0.00014223749143119283,0.00020554473142640615
934,1871,0.00014929969571572397,0.0002034782214286679
935,1873,0.00014294680285924447,0.0002094006657145136
936,1875,0.00014604490571270746,0.00020392359428764655
937,1877,0.00014345362428295108,0.00020743621857036488
938,1879,0.0001466417442835726,0.00024649930570896163
939,1881,0.00015425571428360333,0.0002099216128590342
940,1883,0.0001686330914318595,0.00020736266856796905
941,1885,0.00017032556285682534,0.00021292442143281475
942,1887,0.00015700012285638616,0.00020638965285148253
943,1889,0.00014086153714223268,0.0002147459085686673
944,1891,0.00014404121570935657,0.0002101678557145143
945,1893,0.0001449878457086535,0.00021455132714306402
946,1895,0.00014531944428329422,0.00020806108856829397
947,1897,0.00017403687428148778,0.00021456344285460157
948,1899,0.00014474434571768924,0.000209282194282423
949,1901,0.00014528403714263863,0.00021700495143055118
950,1903,0.0001465013528572204,0.00021258526714518664
951,1905,0.00014488340999897835,0.0002184797414338391
952,1907,0.0001461637257151389,0.00021425273571886854
953,1909,0.00015065673856952343,0.00021450283856860812
954,1911,0.00014960793142433561,0.00021276749999742605
955,1913,0.00015060424856918483,0.000216465275711276
956,1915,0.00014750354999965305,0.00021533156856873704
957,1917,0.00014888811714367225,0.00021454767428232506
958,1919,0.00014757804856864302,0.00021518078857168024
959,1921,0.0001501725642862896,0.0002165304357133989
960,1923,0.00014602134857081441,0.0002163730557107816
961,1925,0.00015273023428692665,0.0002169710771470688
962,1927,0.0001461707942819755,0.00021652490143034292
963,1929,0.00015102456142163386,0.00021486075857475432
964,1931,0.00015221531285923058,0.0002127138185720209
965,1933,0.00014829036999799427,0.0002142454685755573
966,1935,0.00014703624285695175,0.00021951350571855854
967,1937,0.00014821555286159439,0.00021434253285925869
968,1939,0.0001475699671469296,0.00021790756285554382
969,1941,0.00014857367428703584,0.00022132755571614587
970,1943,0.00014829123000319148,0.00021915682286167534
971,1945,0.0001752245957115,0.0002148015914255146
972,1947,0.00015397941428610854,0.00021719833142924472
973,1949,0.00014813723428492917,0.00021370632714024393
974,1951,0.00015137537285616937,0.0002176192414351265
975,1953,0.00014814218142678978,0.0002137630842870359
976,1955,0.00015177935714226417,0.00022002750714039264
977,1957,0.00015052216428947367,0.00021806072142810861
978,1959,0.00015099188571444496,0.00021717104428587068
979,1961,0.0001470928971476886,0.00021789617857263823
980,1963,0.00015531050285842087,0.00021523774571635709
981,1965,0.0001466579557174035,0.00021708098857093968
982,1967,0.0001717628428559692,0.00021278841857305712
983,1969,0.00016389279428819593,0.00021652126428827094
984,1971,0.00017097792143301507,0.0002176652857139873
985,1973,0.00016591910428490208,0.00022159908429395208
986,1975,0.00017343646000361851,0.00026493163428572837
987,1977,0.00015222229714449245,0.00022030923571946917
988,1979,0.00015171847285663328,0.00021617917285246744
989,1981,0.0001520223785727077,0.00022326714714706344
990,1983,0.00015166746285363584,0.0002186647185720046
991,1985,0.00015668640000512823,0.00021829068999587825
992,1987,0.00015230802572010102,0.00021878647285900244
993,1989,0.00015759680714576722,0.00021681337571603112
994,1991,0.00017611132857252545,0.0002300315999985157
995,1993,0.00015265364428289886,0.00021691897857505993
996,1995,0.00015619617999878494,0.0002232953528618964
997,1997,0.00015389258428383205,0.00021762202856864728
998,1999,0.0001473515042900025,0.00022804495714029015
